s,lift,drag
0.1,61.97521090856049,6.161399115244866
0.15000000000000002,57.54123046393719,6.4958481310153555
0.2,58.72452596409302,5.011632868747863
0.25,57.681845258910236,7.481145851728456
0.30000000000000004,58.52010165519649,5.48187693455021
0.35,56.19108889410626,4.8009704919834135
0.4,58.413508493089495,6.760896306589009
0.45000000000000007,59.15885315713828,3.476087026325847
0.5,56.485965102295324,4.561771905625228
0.55,58.69907679233805,6.489456657905621
0.6,57.87713371269372,8.576863373733744
0.65,56.59221667239565,5.609923711462605
0.7000000000000001,59.86396962276468,6.414192816783537
0.75,57.258622739107196,5.016542179755772
0.8,58.879442536411844,6.920908625771124
0.85,60.430591070819624,5.4720861385544515
0.9,57.75950242727632,8.428168968621518
0.9500000000000001,61.572176817165875,7.823562408914781
1,60.21048533547043,6.111856866275154
1.05,59.49800201318992,6.5578848578687605
1.1,56.250386718107194,6.043217764498392
1.1500000000000001,58.04445859065962,5.381221112913116
1.2000000000000002,59.10781775547962,2.8409620062416585
1.2500000000000002,60.012702405280685,4.5370970134374105
1.3000000000000003,59.95192610137776,6.543755162679156
1.35,58.152610351288494,6.848957320134134
1.4000000000000001,59.12430410605476,6.9431418090071855
1.4500000000000002,59.32968431061396,5.723803501416217
1.5000000000000002,59.23417177527225,5.41581422609151
1.5500000000000003,57.21496001498961,3.309590698414725
1.6,58.5119546436371,6.1926566043547915
1.6500000000000001,58.55650420274052,3.673963778909563
1.7000000000000002,61.391580371401595,7.221026759101008
1.7500000000000002,60.92700191403298,4.5903774969301825
1.8000000000000003,60.93649498807827,4.786400956067921
1.85,57.93169914532662,6.782395941508176
1.9000000000000001,57.10241740113516,5.973846503759069
1.9500000000000002,60.84016425968039,6.970974511645174
2,57.06447202968203,6.096779849326132
2.0500000000000003,59.13014458107138,3.8489415831867007
2.1,58.50646173901426,4.458529024807313
2.1500000000000004,59.404827942641546,5.951256134150767
2.2,60.25874987374367,7.296616886203039
2.25,59.306246604219204,5.711289169898474
2.3000000000000003,58.910331070245086,7.565221025313131
2.35,60.82916347142979,7.69941058588258
2.4000000000000004,60.389440197047875,3.318514361628211
2.45,59.77145947250412,6.9431121832230245
2.5000000000000004,58.17020827198486,8.944853630480596
2.5500000000000003,58.090495632541675,4.792235309278084
2.6,59.26242558137797,4.171208134483119
2.6500000000000004,60.895521536729674,6.4539450694558615
2.7,58.49975446140537,5.716252477835209
2.7500000000000004,57.86992663356657,7.733668508346053
2.8000000000000003,60.717578724114446,7.220086888962088
2.85,60.450492098725746,6.390409390633462
2.9000000000000004,61.26723442424686,6.910609460363628
2.95,57.310538245256296,6.021956116609338
3.0000000000000004,58.807270011637506,6.449012400606755
3.0500000000000003,57.616985932264804,7.212968024790804
3.1,59.697753121577726,7.250806661344813
3.1500000000000004,60.14149851631443,3.668928306012202
3.2,58.86300428094955,5.847295051061064
3.2500000000000004,60.86684944422021,5.765416491163218
3.3000000000000003,61.84300069498933,5.856115083204169
3.35,59.18624680977678,6.28618994263861
3.4000000000000004,55.99131768991116,5.668462567147158
3.45,58.830124226223155,4.683214050153229
3.5000000000000004,55.79243134614773,5.9725760379448065
3.5500000000000003,62.07933494248162,3.758294111930614
3.6,58.80343092839188,6.29952490699212
3.6500000000000004,56.63067666592755,4.563038743480009
3.7,59.02580769826708,3.3910141078490614
3.7500000000000004,59.21304553801749,7.584827729583674
3.8000000000000003,58.513140189965085,4.492508522486138
3.85,59.64826264890806,4.830320880908839
3.9000000000000004,58.20785530307364,6.513649768029246
3.95,57.10169623982131,5.185053190145169
4,58.49901562582907,4.517664689239076
4.05,59.048566179402975,6.045329860586444
4.1,58.40782362633789,6.042988156134466
4.1499999999999995,60.02609691684862,5.2751460437980136
4.2,56.75135276527417,6.204813558602707
4.25,59.95600495472389,8.789120492966365
4.3,58.945742728855066,8.41524315509822
4.35,57.55711795427323,6.253974084530728
4.3999999999999995,61.174522008335806,5.197693897546365
4.45,58.542694620287136,5.011137809704752
4.5,60.53988466563507,8.592759255663491
4.55,60.97130822438011,3.66902718328679
4.6,60.73856492289551,6.344227880874653
4.6499999999999995,58.41930292837636,6.876049172879727
4.7,58.34109513007514,6.978694328273466
4.75,57.59541189981093,4.3814750171008345
4.8,59.22181788576145,5.3410026144098595
4.85,60.49817110153243,3.802945566574994
4.9,60.23890877252394,6.348980119987625
4.95,57.99996063607914,8.32127789565033
5,60.32160281049186,5.935935111913275
5.05,56.979233805162,4.730835442054701
5.1,60.070996284607986,6.839242251320986
5.15,58.430684366493516,6.352866098548338
5.2,61.19159252920964,6.942551444040275
5.25,59.3886339692101,4.370747000341322
5.3,60.640729331372555,4.476044837613458
5.35,61.97787540873161,4.537911669114971
5.4,59.14246239532785,7.425939100375695
5.45,59.0236435723142,5.574412704641154
5.5,57.31449865349371,5.29863994724592
5.55,57.76964494732282,7.253952412768992
5.6,58.866532617262244,5.031485568034554
5.65,59.64059879433549,4.251306644785964
5.7,58.655815527656515,5.084590495287836
5.75,55.63771189146039,6.058529155121354
5.8,57.160611915481724,7.239544903936529
5.85,59.710172672277736,6.672019114622817
5.9,59.76435345701614,6.464827717026704
5.95,61.57555358413986,5.532510945845618
6,58.82750928654673,5.144326439185454
6.05,59.223585998306035,5.369063932114464
6.1,58.82296049972601,4.805731229066304
6.15,58.83184023936441,5.380327184390657
6.2,63.26599492863088,6.133308426958031
6.25,59.94318236390074,4.40421303473455
6.3,58.55716240251429,7.728255888005661
6.35,57.58499862222514,4.894179588211934
6.4,60.41273713544868,6.646701557244665
6.45,57.698369994049735,5.647650869742851
6.5,56.30394956884696,5.1099635660414355
6.55,59.71734422941335,4.636883437990772
6.6,58.555023212248166,5.438579614966127
6.65,60.72017580693889,2.6824759838742898
6.7,59.283297793530664,7.178681839520392
6.75,61.316354809729575,6.677923362733078
6.8,61.254597018975616,6.26353359677683
6.85,61.44783186036092,5.419133409783843
6.9,59.57069822838328,6.197227106734515
6.95,60.03649469304464,7.821279271519155
7,59.847934668595684,5.97615649102759
7.05,57.684595352923125,7.04115913127427
7.1,60.347535122864855,3.3371334503509105
7.15,59.77295332702748,7.746145563108518
7.2,62.158885931120295,5.606306742454909
7.25,60.12784766633507,8.491171722376343
7.3,61.34448365280362,4.256543241484167
7.35,60.86772584182488,4.437238317427402
7.4,60.826508986968506,8.755539905970831
7.45,60.857309345503104,3.055510000255236
7.5,60.18867341009455,3.4009709935680927
7.55,60.170261393080594,6.280332192397179
7.6,58.852958452065764,6.153624860172398
7.65,58.42721291685868,6.56146911776399
7.7,61.00778897349087,6.846251132972391
7.75,58.132349158886,4.247762778166721
7.8,61.69445378077754,6.163530558019547
7.85,58.16407936531744,5.783350571703207
7.9,59.66349757600325,7.584466179839317
7.95,57.439803945225584,7.364308067250776
8,58.83459894186714,5.191247547288438
8.05,58.723156309266756,3.2477701647654005
8.1,59.051472089052034,5.1298614587544895
8.15,57.592790521712374,7.824675698808683
8.2,60.25462041369103,6.62902947033372
8.25,58.50089134121513,7.249469911751397
8.3,58.95767190149486,8.459793908864082
8.35,59.831545967649575,6.004614693910002
8.4,61.635003080645355,5.962070798546502
8.45,59.158297600490876,6.720220288907405
8.5,59.15437153655916,6.197360365710202
8.55,60.89696929716845,6.4292441488031224
8.6,63.82624729432542,5.334841126839693
8.65,58.140573621078246,6.1812205795354505
8.7,59.54525522190431,6.838314345882392
8.75,60.28050742418535,5.399712605540359
8.8,58.03522176293015,9.336380796594748
8.85,58.584119548152756,6.890338089888941
8.9,56.807045084099954,4.142448111507878
8.95,56.83402402806154,5.402946740902001
9,60.49454391832613,4.494944785439195
9.05,60.889516298254854,5.439890802621433
9.1,60.6618022658086,5.387792135794
9.15,59.50169432856557,5.832927836806801
9.2,61.02656259160775,6.608565604686038
9.25,60.61968323114178,5.318634799544977
9.3,58.161444608285095,4.750698783422321
9.35,59.616213045399746,3.9044100047841344
9.4,60.99480355413777,9.103199668651918
9.45,59.95808059820756,4.787088310780147
9.5,60.337950298457095,7.0193318565234755
9.55,59.40300433974494,3.7029846820229797
9.6,59.15922910955506,2.6543260976245193
9.65,60.03140638972149,7.394378080925432
9.700000000000001,60.9902254122199,3.1823029288931384
9.75,60.557740804360975,5.675956770826845
9.8,58.55771998531924,5.238144363072635
9.85,55.62026491378496,7.248960273557321
9.9,59.45443193033145,6.549514634694716
9.950000000000001,61.23047254845492,9.52444795108959
10,56.030287608957366,8.25171949699617
10.05,58.74416781974475,2.8694293190011066
10.1,58.84996402446987,6.46508268235533
10.15,57.42501470357923,5.294739596083518
10.200000000000001,59.07380004980491,4.771108066332287
10.25,59.772632633891256,4.708232500247458
10.3,57.35081193843014,6.2445466135614485
10.35,58.71688027387741,4.202650441564183
10.4,58.82071914453677,4.572020286873571
10.450000000000001,59.66343814269028,8.328606405383022
10.5,58.85750585024897,5.3073238402394685
10.55,59.34010153173294,5.487195666051842
10.6,57.76815804962523,3.9816966560156493
10.65,58.50242529652267,3.976052572027179
10.700000000000001,59.109393098416724,6.075847166052319
10.75,59.67326082769563,5.076033300921975
10.8,60.464543753435684,6.33218889611541
10.85,60.413170213876974,6.125790775072945
10.9,61.218618344483524,6.215396831125352
10.950000000000001,59.38148537942,4.9688704608254985
11,61.67920463593262,7.582772082873778
11.05,61.70898798685195,7.735570993827282
11.1,59.16076874405511,5.816751408651563
11.15,62.37557321628425,5.781021820012495
11.200000000000001,58.34834571376202,6.26981747846106
11.25,58.06287889458105,5.40718916040375
