s,lift,drag
0.1,26.205294467318993,7.392964151625261
0.15000000000000002,26.85043453563653,3.7248970860410884
0.2,24.19612167500127,6.2955434502404
0.25,25.48268380828549,3.262269750735385
0.30000000000000004,26.62635370737027,3.986240317761724
0.35,25.80565162923957,4.361120233153439
0.4,25.98139765939148,6.319517330074415
0.45000000000000007,28.18659374432594,6.660713340971558
0.5,28.884710533910983,5.330102229983715
0.55,27.059442392956313,4.7902856690407205
0.6,28.011888594963196,5.214196730769104
0.65,27.100584053148015,6.384294224349108
0.7000000000000001,24.910094493834865,4.852253483870164
0.75,27.24865412163073,5.199231362288839
0.8,24.738333063516496,6.063578883284011
0.85,26.599084831067508,6.174928809071407
0.9,24.28263948377285,5.112300646386334
0.9500000000000001,26.035329099010276,6.4925180245003284
1,25.912916560970285,5.027458782860185
1.05,27.707997461617257,3.842189577635597
1.1,24.960543962957345,5.419308299479692
1.1500000000000001,25.886051961645716,7.615486905892054
1.2000000000000002,23.760312872468912,4.918057941071607
1.2500000000000002,27.778732059921843,8.555347669430187
1.3000000000000003,24.22030284527628,4.1740974831966735
1.35,25.792533237948287,5.428375284895868
1.4000000000000001,24.344810969173118,5.7197454935729635
1.4500000000000002,25.89791111646364,6.966870521954238
1.5000000000000002,29.12563664207097,4.124050942631877
1.5500000000000003,28.19702693341006,5.222785074191317
1.6,25.733021724992852,4.777532733318765
1.6500000000000001,26.05249354202043,5.459105854224103
1.7000000000000002,29.07129688162528,7.348644715473
1.7500000000000002,27.811491257406423,8.36528177304347
1.8000000000000003,25.902891828359703,2.9817761541629446
1.85,25.833700232656906,2.6948260154600363
1.9000000000000001,26.243594731437604,6.156660035692572
1.9500000000000002,26.314063379185654,4.345471683564655
2,27.198153136662533,6.648484392147035
2.0500000000000003,25.96869361076525,4.842938096586006
2.1,26.409506892865565,6.06497413267778
2.1500000000000004,27.135686518078565,5.342989351769646
2.2,26.049468645564374,5.575962649956424
2.25,27.13524296297573,4.935388934348898
2.3000000000000003,24.294284670688814,5.49747443155386
2.35,28.297719013474136,5.5639958624484604
2.4000000000000004,23.45029160261009,4.793349635217384
2.45,26.362882760654568,8.726971691499465
2.5000000000000004,27.742195506992598,2.9029167945082657
2.5500000000000003,24.662696875991646,7.323390819016039
2.6,25.58946647557595,6.410751442363251
2.6500000000000004,27.082095028174166,4.954499988528367
2.7,24.338783914275183,8.702090959147391
2.7500000000000004,26.50903621735451,9.348814417572115
2.8000000000000003,27.333604476397937,4.79693093692979
2.85,28.26929052633925,5.661936853453133
2.9000000000000004,29.570990318577156,3.3640452910190337
2.95,25.43986261063362,3.7856734263637346
3.0000000000000004,27.152877531728024,8.762549165825124
3.0500000000000003,25.492031180977456,7.658698695109553
3.1,25.98234728245844,7.411795466005054
3.1500000000000004,27.33879455033793,7.267373689296077
3.2,29.01738384859506,5.2841134018449605
3.2500000000000004,25.70104842521889,3.032363915775435
3.3000000000000003,27.192292886072423,4.191471026174918
3.35,25.340085164879543,5.629126219897124
3.4000000000000004,27.69357562569082,3.7941640047022545
3.45,24.629950004578873,5.80625892123825
3.5000000000000004,26.562988629116997,9.359570996640162
3.5500000000000003,28.8692126316087,5.663647590484977
3.6,26.307030406153466,5.49128227229747
3.6500000000000004,24.360827259499114,4.259692121498853
3.7,28.941180405898855,6.4287950758469385
3.7500000000000004,28.721166016988775,2.735919078587341
3.8000000000000003,26.46320095126825,4.228723646896099
3.85,29.560069422821947,4.587383477927026
3.9000000000000004,27.887036974143953,6.207943716235276
3.95,25.737712713295554,4.713704829976149
4,26.814523678206143,2.7730474566543335
4.05,27.8646934870183,4.974216078510002
4.1,26.85457665127774,7.724745627497543
4.1499999999999995,27.11222096215602,5.352586421958251
4.2,25.34263287449156,7.4780138817165245
4.25,27.683387762972114,5.421284982238162
4.3,26.978826651472666,6.804343077792611
4.35,26.50145670558232,7.007987754498307
4.3999999999999995,25.2424993078928,4.388646592638169
4.45,24.844890097682235,6.079399025383077
4.5,26.086484358207155,5.305071168427609
4.55,25.813053425122604,3.766978574781762
4.6,25.968760546214764,4.528869252809026
4.6499999999999995,24.028864210264583,6.8380371897928445
4.7,24.28947955593628,3.5510304967136763
4.75,26.6864137306813,6.084502638669864
4.8,26.744096388657283,6.393344901472284
4.85,24.889921961940274,5.073665774142117
4.9,25.580731599201023,7.261841090883962
4.95,27.23692854681246,6.4611599476903265
5,26.559758714152196,4.834815762902663
5.05,26.760710821149775,2.958889422986178
5.1,28.48593323389396,5.159381581924486
5.15,28.249472472109094,3.262568185357294
5.2,25.83014931480545,6.127183751288973
5.25,27.74174528525045,5.932831532656465
5.3,29.071319265072493,5.33745181876875
5.35,26.869042755146687,4.825954652439123
5.4,25.298070246533115,5.402190967040733
5.45,26.952540010223306,5.337682533237858
5.5,26.06342496477723,5.821800796347587
5.55,25.58267370379577,4.116164869513523
5.6,27.542705393815876,6.023390913593398
5.65,25.767034565602355,4.943712398693415
5.7,26.496591893908278,7.179905510620806
5.75,27.169853434254108,5.8493715619350155
5.8,27.35546201300155,1.6785310008112067
